0	46.21	0.2	45.65
0	45.65	0.2	45.15
0	44.4	0.2	43.91
0	43.91	0.2	43.44
0	43.44	0.2	42.87
0	42.87	0.2	42.33
90	112.29	95	100.73
90	100.73	95	88.59
90	88.59	95	76.25
90	76.25	95	63.41
90	63.42	95	51.13
90	51.14	95	39.02
90	115.3	95	103.27
90	103.27	95	90.92
90	90.92	95	78.35
90	78.35	95	65.52
90	65.51	95	52.74
90	52.74	95	39.96
90	270.72	96	255.72
90	255.73	95	243.19
90	243.19	95	230.56
90	230.57	96	215.15
90	214.87	95	202.19
